Stats,,,,,,,,
Total Exited,2037,,,,,,,
Total Records,10000,,,,,,,
Exit Ratio,20.4%,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
RowNumber,Exited,P_hat,Total Select,Total Percent Select,Random Select ,Random Select Percent,Model Select,Model Select Percent
7110,0,0.293008539,2255,0.2255,459.3435,0.2255,1040,0.510554737
1279,0,0.292920546,2256,0.2256,459.5472,0.2256,1040,0.510554737
8451,0,0.292871357,2257,0.2257,459.7509,0.2257,1040,0.510554737
7188,0,0.29286862,2258,0.2258,459.9546,0.2258,1040,0.510554737
6115,1,0.292844428,2259,0.2259,460.1583,0.2259,1041,0.511045655
5525,0,0.292763028,2260,0.226,460.362,0.226,1041,0.511045655
2722,1,0.292749011,2261,0.2261,460.5657,0.2261,1042,0.511536573
2533,0,0.292713684,2262,0.2262,460.7694,0.2262,1042,0.511536573
6794,1,0.29267746,2263,0.2263,460.9731,0.2263,1043,0.512027491
1336,1,0.292568159,2264,0.2264,461.1768,0.2264,1044,0.512518409
7688,1,0.292545007,2265,0.2265,461.3805,0.2265,1045,0.513009327
4599,0,0.292400783,2266,0.2266,461.5842,0.2266,1045,0.513009327
3193,0,0.292335554,2267,0.2267,461.7879,0.2267,1045,0.513009327
8764,1,0.292250214,2268,0.2268,461.9916,0.2268,1046,0.513500245
6652,0,0.292055327,2269,0.2269,462.1953,0.2269,1046,0.513500245
7465,1,0.292049912,2270,0.227,462.399,0.227,1047,0.513991163
2085,1,0.291991076,2271,0.2271,462.6027,0.2271,1048,0.514482081
7050,1,0.291978805,2272,0.2272,462.8064,0.2272,1049,0.514973
2445,0,0.291869671,2273,0.2273,463.0101,0.2273,1049,0.514973
9015,0,0.291858784,2274,0.2274,463.2138,0.2274,1049,0.514973
2042,0,0.291830433,2275,0.2275,463.4175,0.2275,1049,0.514973
3468,0,0.291765058,2276,0.2276,463.6212,0.2276,1049,0.514973
2534,0,0.291664439,2277,0.2277,463.8249,0.2277,1049,0.514973
3644,0,0.291655094,2278,0.2278,464.0286,0.2278,1049,0.514973
7588,0,0.291557331,2279,0.2279,464.2323,0.2279,1049,0.514973
6876,1,0.291549156,2280,0.228,464.436,0.228,1050,0.515463918
9894,0,0.291541894,2281,0.2281,464.6397,0.2281,1050,0.515463918
4672,1,0.291523635,2282,0.2282,464.8434,0.2282,1051,0.515954836
4201,0,0.291496433,2283,0.2283,465.0471,0.2283,1051,0.515954836
5083,1,0.291450789,2284,0.2284,465.2508,0.2284,1052,0.516445754
5102,0,0.291274307,2285,0.2285,465.4545,0.2285,1052,0.516445754
4083,1,0.291265609,2286,0.2286,465.6582,0.2286,1053,0.516936672
4655,1,0.291161639,2287,0.2287,465.8619,0.2287,1054,0.51742759
7576,0,0.291077085,2288,0.2288,466.0656,0.2288,1054,0.51742759
912,0,0.291067128,2289,0.2289,466.2693,0.2289,1054,0.51742759
3348,0,0.291045212,2290,0.229,466.473,0.229,1054,0.51742759
712,0,0.290993564,2291,0.2291,466.6767,0.2291,1054,0.51742759
7309,1,0.290837935,2292,0.2292,466.8804,0.2292,1055,0.517918508
5044,0,0.290834284,2293,0.2293,467.0841,0.2293,1055,0.517918508
7424,0,0.290811744,2294,0.2294,467.2878,0.2294,1055,0.517918508
3792,0,0.290728925,2295,0.2295,467.4915,0.2295,1055,0.517918508
5950,1,0.29057387,2296,0.2296,467.6952,0.2296,1056,0.518409426
1801,0,0.290318029,2297,0.2297,467.8989,0.2297,1056,0.518409426
6636,0,0.290309905,2298,0.2298,468.1026,0.2298,1056,0.518409426
2511,0,0.290306598,2299,0.2299,468.3063,0.2299,1056,0.518409426
821,0,0.290263115,2300,0.23,468.51,0.23,1056,0.518409426
4914,1,0.29014958,2301,0.2301,468.7137,0.2301,1057,0.518900344
102,0,0.290122579,2302,0.2302,468.9174,0.2302,1057,0.518900344
3717,0,0.290003379,2303,0.2303,469.1211,0.2303,1057,0.518900344
4216,1,0.289999488,2304,0.2304,469.3248,0.2304,1058,0.519391262
8108,0,0.289991326,2305,0.2305,469.5285,0.2305,1058,0.519391262
1111,1,0.28986274,2306,0.2306,469.7322,0.2306,1059,0.51988218
3502,0,0.289439796,2307,0.2307,469.9359,0.2307,1059,0.51988218
2994,0,0.289089281,2308,0.2308,470.1396,0.2308,1059,0.51988218
4727,0,0.28905749,2309,0.2309,470.3433,0.2309,1059,0.51988218
1546,0,0.289016653,2310,0.231,470.547,0.231,1059,0.51988218
9324,1,0.289008644,2311,0.2311,470.7507,0.2311,1060,0.520373098
754,0,0.288976909,2312,0.2312,470.9544,0.2312,1060,0.520373098
9632,0,0.288929052,2313,0.2313,471.1581,0.2313,1060,0.520373098
1288,0,0.288700454,2314,0.2314,471.3618,0.2314,1060,0.520373098
1000,0,0.288690586,2315,0.2315,471.5655,0.2315,1060,0.520373098
1402,0,0.2886596,2316,0.2316,471.7692,0.2316,1060,0.520373098
5594,1,0.288559585,2317,0.2317,471.9729,0.2317,1061,0.520864016
6777,0,0.288468773,2318,0.2318,472.1766,0.2318,1061,0.520864016
4690,1,0.28838096,2319,0.2319,472.3803,0.2319,1062,0.521354934
5861,0,0.288337548,2320,0.232,472.584,0.232,1062,0.521354934
6860,0,0.288328055,2321,0.2321,472.7877,0.2321,1062,0.521354934
1591,0,0.288274882,2322,0.2322,472.9914,0.2322,1062,0.521354934
4472,1,0.287893355,2323,0.2323,473.1951,0.2323,1063,0.521845852
6081,1,0.287848169,2324,0.2324,473.3988,0.2324,1064,0.52233677
2440,1,0.287693686,2325,0.2325,473.6025,0.2325,1065,0.522827688
7176,0,0.287560076,2326,0.2326,473.8062,0.2326,1065,0.522827688
7902,0,0.287526917,2327,0.2327,474.0099,0.2327,1065,0.522827688
8372,1,0.28752205,2328,0.2328,474.2136,0.2328,1066,0.523318606
57,0,0.287465226,2329,0.2329,474.4173,0.2329,1066,0.523318606
9267,0,0.287435852,2330,0.233,474.621,0.233,1066,0.523318606
1589,0,0.28736089,2331,0.2331,474.8247,0.2331,1066,0.523318606
2248,0,0.287301786,2332,0.2332,475.0284,0.2332,1066,0.523318606
5226,0,0.287131739,2333,0.2333,475.2321,0.2333,1066,0.523318606
4451,0,0.287129425,2334,0.2334,475.4358,0.2334,1066,0.523318606
339,1,0.287041217,2335,0.2335,475.6395,0.2335,1067,0.523809524
7104,1,0.28679949,2336,0.2336,475.8432,0.2336,1068,0.524300442
2961,0,0.286777015,2337,0.2337,476.0469,0.2337,1068,0.524300442
3077,0,0.286740305,2338,0.2338,476.2506,0.2338,1068,0.524300442
3742,1,0.286545835,2339,0.2339,476.4543,0.2339,1069,0.52479136
3747,1,0.286516811,2340,0.234,476.658,0.234,1070,0.525282278
5755,0,0.286516336,2341,0.2341,476.8617,0.2341,1070,0.525282278
8575,0,0.286505192,2342,0.2342,477.0654,0.2342,1070,0.525282278
938,0,0.286469774,2343,0.2343,477.2691,0.2343,1070,0.525282278
5667,1,0.286437433,2344,0.2344,477.4728,0.2344,1071,0.525773196
3009,0,0.286406659,2345,0.2345,477.6765,0.2345,1071,0.525773196
1173,0,0.286403624,2346,0.2346,477.8802,0.2346,1071,0.525773196
5398,0,0.286396381,2347,0.2347,478.0839,0.2347,1071,0.525773196
3803,0,0.286361237,2348,0.2348,478.2876,0.2348,1071,0.525773196
5913,0,0.286318411,2349,0.2349,478.4913,0.2349,1071,0.525773196
9306,0,0.286308599,2350,0.235,478.695,0.235,1071,0.525773196
2965,0,0.286300152,2351,0.2351,478.8987,0.2351,1071,0.525773196
6965,1,0.286233984,2352,0.2352,479.1024,0.2352,1072,0.526264114
9499,0,0.286197506,2353,0.2353,479.3061,0.2353,1072,0.526264114
2249,0,0.286165415,2354,0.2354,479.5098,0.2354,1072,0.526264114
4518,0,0.286152845,2355,0.2355,479.7135,0.2355,1072,0.526264114
724,0,0.28609419,2356,0.2356,479.9172,0.2356,1072,0.526264114
5477,1,0.286071279,2357,0.2357,480.1209,0.2357,1073,0.526755032
3305,0,0.286058696,2358,0.2358,480.3246,0.2358,1073,0.526755032
8499,0,0.285942641,2359,0.2359,480.5283,0.2359,1073,0.526755032
8333,0,0.285929097,2360,0.236,480.732,0.236,1073,0.526755032
7537,1,0.285850408,2361,0.2361,480.9357,0.2361,1074,0.52724595
1863,1,0.28570479,2362,0.2362,481.1394,0.2362,1075,0.527736868
2740,0,0.285697282,2363,0.2363,481.3431,0.2363,1075,0.527736868
6016,0,0.285596779,2364,0.2364,481.5468,0.2364,1075,0.527736868
8546,0,0.285566631,2365,0.2365,481.7505,0.2365,1075,0.527736868
4594,0,0.285484588,2366,0.2366,481.9542,0.2366,1075,0.527736868
1729,0,0.285463481,2367,0.2367,482.1579,0.2367,1075,0.527736868
693,0,0.285377382,2368,0.2368,482.3616,0.2368,1075,0.527736868
1370,1,0.285336164,2369,0.2369,482.5653,0.2369,1076,0.528227786
2999,0,0.285311672,2370,0.237,482.769,0.237,1076,0.528227786
1749,1,0.28526226,2371,0.2371,482.9727,0.2371,1077,0.528718704
9170,0,0.28523516,2372,0.2372,483.1764,0.2372,1077,0.528718704
8944,0,0.285147752,2373,0.2373,483.3801,0.2373,1077,0.528718704
848,0,0.285036242,2374,0.2374,483.5838,0.2374,1077,0.528718704
8760,0,0.284963596,2375,0.2375,483.7875,0.2375,1077,0.528718704
6988,0,0.284890287,2376,0.2376,483.9912,0.2376,1077,0.528718704
9260,0,0.28488444,2377,0.2377,484.1949,0.2377,1077,0.528718704
2989,1,0.284861165,2378,0.2378,484.3986,0.2378,1078,0.529209622
5896,0,0.284842278,2379,0.2379,484.6023,0.2379,1078,0.529209622
4253,0,0.284842277,2380,0.238,484.806,0.238,1078,0.529209622
217,0,0.284633924,2381,0.2381,485.0097,0.2381,1078,0.529209622
5265,1,0.284420353,2382,0.2382,485.2134,0.2382,1079,0.52970054
2790,1,0.284335961,2383,0.2383,485.4171,0.2383,1080,0.530191458
3892,0,0.284214827,2384,0.2384,485.6208,0.2384,1080,0.530191458
3799,0,0.284116294,2385,0.2385,485.8245,0.2385,1080,0.530191458
3616,1,0.284068722,2386,0.2386,486.0282,0.2386,1081,0.530682376
6727,1,0.283799395,2387,0.2387,486.2319,0.2387,1082,0.531173294
4714,0,0.283764032,2388,0.2388,486.4356,0.2388,1082,0.531173294
7426,1,0.283678988,2389,0.2389,486.6393,0.2389,1083,0.531664212
6123,1,0.283671125,2390,0.239,486.843,0.239,1084,0.53215513
1902,0,0.28351483,2391,0.2391,487.0467,0.2391,1084,0.53215513
4697,0,0.283359356,2392,0.2392,487.2504,0.2392,1084,0.53215513
6313,0,0.283316779,2393,0.2393,487.4541,0.2393,1084,0.53215513
8480,0,0.283302734,2394,0.2394,487.6578,0.2394,1084,0.53215513
4503,1,0.283223528,2395,0.2395,487.8615,0.2395,1085,0.532646048
8368,0,0.282981603,2396,0.2396,488.0652,0.2396,1085,0.532646048
1226,0,0.282835148,2397,0.2397,488.2689,0.2397,1085,0.532646048
3376,1,0.282814008,2398,0.2398,488.4726,0.2398,1086,0.533136966
8428,1,0.282720237,2399,0.2399,488.6763,0.2399,1087,0.533627884
6217,0,0.282529432,2400,0.24,488.88,0.24,1087,0.533627884
505,0,0.282521835,2401,0.2401,489.0837,0.2401,1087,0.533627884
9405,0,0.282383648,2402,0.2402,489.2874,0.2402,1087,0.533627884
1338,0,0.282358607,2403,0.2403,489.4911,0.2403,1087,0.533627884
6017,0,0.282276455,2404,0.2404,489.6948,0.2404,1087,0.533627884
2804,0,0.282237502,2405,0.2405,489.8985,0.2405,1087,0.533627884
1653,0,0.282156561,2406,0.2406,490.1022,0.2406,1087,0.533627884
3948,0,0.282015595,2407,0.2407,490.3059,0.2407,1087,0.533627884
1353,1,0.281960589,2408,0.2408,490.5096,0.2408,1088,0.534118802
5221,1,0.281924998,2409,0.2409,490.7133,0.2409,1089,0.53460972
2920,0,0.281840036,2410,0.241,490.917,0.241,1089,0.53460972
8128,1,0.281822885,2411,0.2411,491.1207,0.2411,1090,0.535100638
845,0,0.281764769,2412,0.2412,491.3244,0.2412,1090,0.535100638
4295,0,0.281657075,2413,0.2413,491.5281,0.2413,1090,0.535100638
3372,1,0.281572635,2414,0.2414,491.7318,0.2414,1091,0.535591556
6392,0,0.281493776,2415,0.2415,491.9355,0.2415,1091,0.535591556
677,0,0.281473244,2416,0.2416,492.1392,0.2416,1091,0.535591556
449,1,0.281467729,2417,0.2417,492.3429,0.2417,1092,0.536082474
2682,0,0.281448954,2418,0.2418,492.5466,0.2418,1092,0.536082474
1375,0,0.281394758,2419,0.2419,492.7503,0.2419,1092,0.536082474
1943,0,0.281283542,2420,0.242,492.954,0.242,1092,0.536082474
1528,0,0.281185371,2421,0.2421,493.1577,0.2421,1092,0.536082474
8625,0,0.281151451,2422,0.2422,493.3614,0.2422,1092,0.536082474
5916,1,0.281069614,2423,0.2423,493.5651,0.2423,1093,0.536573392
8322,0,0.2809367,2424,0.2424,493.7688,0.2424,1093,0.536573392
495,1,0.28092123,2425,0.2425,493.9725,0.2425,1094,0.53706431
4795,0,0.28082728,2426,0.2426,494.1762,0.2426,1094,0.53706431
6388,0,0.280729536,2427,0.2427,494.3799,0.2427,1094,0.53706431
3825,0,0.280622086,2428,0.2428,494.5836,0.2428,1094,0.53706431
9562,0,0.280483278,2429,0.2429,494.7873,0.2429,1094,0.53706431
3830,0,0.280386485,2430,0.243,494.991,0.243,1094,0.53706431
61,0,0.280358767,2431,0.2431,495.1947,0.2431,1094,0.53706431
8321,0,0.280327619,2432,0.2432,495.3984,0.2432,1094,0.53706431
6232,1,0.280281842,2433,0.2433,495.6021,0.2433,1095,0.537555228
2721,1,0.280167867,2434,0.2434,495.8058,0.2434,1096,0.538046146
7075,0,0.280162859,2435,0.2435,496.0095,0.2435,1096,0.538046146
4742,1,0.280107556,2436,0.2436,496.2132,0.2436,1097,0.538537064
853,0,0.280086483,2437,0.2437,496.4169,0.2437,1097,0.538537064
8975,0,0.280080495,2438,0.2438,496.6206,0.2438,1097,0.538537064
2371,0,0.280063237,2439,0.2439,496.8243,0.2439,1097,0.538537064
555,0,0.280005132,2440,0.244,497.028,0.244,1097,0.538537064
1141,1,0.279893525,2441,0.2441,497.2317,0.2441,1098,0.539027982
5996,0,0.279801801,2442,0.2442,497.4354,0.2442,1098,0.539027982
2291,0,0.279753633,2443,0.2443,497.6391,0.2443,1098,0.539027982
2263,1,0.279710026,2444,0.2444,497.8428,0.2444,1099,0.5395189
923,1,0.279654767,2445,0.2445,498.0465,0.2445,1100,0.540009818
5327,1,0.279649423,2446,0.2446,498.2502,0.2446,1101,0.540500736
5084,0,0.279613078,2447,0.2447,498.4539,0.2447,1101,0.540500736
2688,0,0.279523852,2448,0.2448,498.6576,0.2448,1101,0.540500736
5560,1,0.279517225,2449,0.2449,498.8613,0.2449,1102,0.540991654
3601,1,0.279470436,2450,0.245,499.065,0.245,1103,0.541482572
6351,0,0.279346274,2451,0.2451,499.2687,0.2451,1103,0.541482572
3572,0,0.279307425,2452,0.2452,499.4724,0.2452,1103,0.541482572
3021,0,0.279204321,2453,0.2453,499.6761,0.2453,1103,0.541482572
2861,0,0.279191814,2454,0.2454,499.8798,0.2454,1103,0.541482572
1285,0,0.279101574,2455,0.2455,500.0835,0.2455,1103,0.541482572
1148,0,0.278830022,2456,0.2456,500.2872,0.2456,1103,0.541482572
800,0,0.278437353,2457,0.2457,500.4909,0.2457,1103,0.541482572
515,1,0.278325258,2458,0.2458,500.6946,0.2458,1104,0.54197349
518,0,0.27827429,2459,0.2459,500.8983,0.2459,1104,0.54197349
583,0,0.278193131,2460,0.246,501.102,0.246,1104,0.54197349
118,0,0.278000973,2461,0.2461,501.3057,0.2461,1104,0.54197349
8155,1,0.277703212,2462,0.2462,501.5094,0.2462,1105,0.542464408
4512,1,0.277663623,2463,0.2463,501.7131,0.2463,1106,0.542955326
5713,1,0.277609277,2464,0.2464,501.9168,0.2464,1107,0.543446244
6258,0,0.277580616,2465,0.2465,502.1205,0.2465,1107,0.543446244
9939,0,0.277415042,2466,0.2466,502.3242,0.2466,1107,0.543446244
8823,0,0.277191045,2467,0.2467,502.5279,0.2467,1107,0.543446244
6194,0,0.277164719,2468,0.2468,502.7316,0.2468,1107,0.543446244
8227,0,0.277161577,2469,0.2469,502.9353,0.2469,1107,0.543446244
7402,0,0.276950121,2470,0.247,503.139,0.247,1107,0.543446244
6541,0,0.276847866,2471,0.2471,503.3427,0.2471,1107,0.543446244
9935,1,0.276789298,2472,0.2472,503.5464,0.2472,1108,0.543937162
2629,1,0.276732299,2473,0.2473,503.7501,0.2473,1109,0.544428081
4181,0,0.276718673,2474,0.2474,503.9538,0.2474,1109,0.544428081
4417,0,0.276588215,2475,0.2475,504.1575,0.2475,1109,0.544428081
5984,0,0.276458367,2476,0.2476,504.3612,0.2476,1109,0.544428081
1282,1,0.276378345,2477,0.2477,504.5649,0.2477,1110,0.544918999
798,0,0.276315959,2478,0.2478,504.7686,0.2478,1110,0.544918999
335,0,0.276304844,2479,0.2479,504.9723,0.2479,1110,0.544918999
2008,1,0.276303662,2480,0.248,505.176,0.248,1111,0.545409917
5148,0,0.276213505,2481,0.2481,505.3797,0.2481,1111,0.545409917
2271,1,0.276166672,2482,0.2482,505.5834,0.2482,1112,0.545900835
2092,0,0.276142539,2483,0.2483,505.7871,0.2483,1112,0.545900835
2362,0,0.276073617,2484,0.2484,505.9908,0.2484,1112,0.545900835
6480,1,0.276036512,2485,0.2485,506.1945,0.2485,1113,0.546391753
3235,1,0.276009542,2486,0.2486,506.3982,0.2486,1114,0.546882671
2114,0,0.275928237,2487,0.2487,506.6019,0.2487,1114,0.546882671
9146,0,0.275857352,2488,0.2488,506.8056,0.2488,1114,0.546882671
661,0,0.275835589,2489,0.2489,507.0093,0.2489,1114,0.546882671
4383,0,0.275815135,2490,0.249,507.213,0.249,1114,0.546882671
3800,0,0.275674751,2491,0.2491,507.4167,0.2491,1114,0.546882671
1292,0,0.275547078,2492,0.2492,507.6204,0.2492,1114,0.546882671
5062,0,0.275388632,2493,0.2493,507.8241,0.2493,1114,0.546882671
4361,0,0.275328973,2494,0.2494,508.0278,0.2494,1114,0.546882671
9752,0,0.275171434,2495,0.2495,508.2315,0.2495,1114,0.546882671
2988,1,0.275119478,2496,0.2496,508.4352,0.2496,1115,0.547373589
4301,0,0.275088227,2497,0.2497,508.6389,0.2497,1115,0.547373589
1961,0,0.275086376,2498,0.2498,508.8426,0.2498,1115,0.547373589
9912,0,0.275024936,2499,0.2499,509.0463,0.2499,1115,0.547373589
9154,1,0.275004148,2500,0.25,509.25,0.25,1116,0.547864507
5811,0,0.274961225,2501,0.2501,509.4537,0.2501,1116,0.547864507
3182,0,0.274910101,2502,0.2502,509.6574,0.2502,1116,0.547864507
3894,0,0.274834564,2503,0.2503,509.8611,0.2503,1116,0.547864507
9853,1,0.274810525,2504,0.2504,510.0648,0.2504,1117,0.548355425
3205,1,0.274694922,2505,0.2505,510.2685,0.2505,1118,0.548846343
4152,1,0.274640862,2506,0.2506,510.4722,0.2506,1119,0.549337261
7944,1,0.274491112,2507,0.2507,510.6759,0.2507,1120,0.549828179
4941,0,0.274456599,2508,0.2508,510.8796,0.2508,1120,0.549828179
9152,0,0.274329555,2509,0.2509,511.0833,0.2509,1120,0.549828179
2762,0,0.274292654,2510,0.251,511.287,0.251,1120,0.549828179
5396,0,0.274255095,2511,0.2511,511.4907,0.2511,1120,0.549828179
8923,0,0.274239058,2512,0.2512,511.6944,0.2512,1120,0.549828179
4402,0,0.274231205,2513,0.2513,511.8981,0.2513,1120,0.549828179
2580,1,0.274044172,2514,0.2514,512.1018,0.2514,1121,0.550319097
8006,0,0.273923849,2515,0.2515,512.3055,0.2515,1121,0.550319097
5571,1,0.273864801,2516,0.2516,512.5092,0.2516,1122,0.550810015
9449,0,0.273827765,2517,0.2517,512.7129,0.2517,1122,0.550810015
8257,0,0.27377425,2518,0.2518,512.9166,0.2518,1122,0.550810015
6537,0,0.273680378,2519,0.2519,513.1203,0.2519,1122,0.550810015
2135,0,0.273617841,2520,0.252,513.324,0.252,1122,0.550810015
6985,1,0.273592134,2521,0.2521,513.5277,0.2521,1123,0.551300933
1342,1,0.273520654,2522,0.2522,513.7314,0.2522,1124,0.551791851
2071,1,0.273267339,2523,0.2523,513.9351,0.2523,1125,0.552282769
8331,0,0.273211889,2524,0.2524,514.1388,0.2524,1125,0.552282769
6533,0,0.273042777,2525,0.2525,514.3425,0.2525,1125,0.552282769
3100,0,0.273042044,2526,0.2526,514.5462,0.2526,1125,0.552282769
683,0,0.273035704,2527,0.2527,514.7499,0.2527,1125,0.552282769
9245,0,0.273016148,2528,0.2528,514.9536,0.2528,1125,0.552282769
4321,0,0.272903988,2529,0.2529,515.1573,0.2529,1125,0.552282769
1675,1,0.272731853,2530,0.253,515.361,0.253,1126,0.552773687
1138,0,0.272624777,2531,0.2531,515.5647,0.2531,1126,0.552773687
7674,0,0.272587385,2532,0.2532,515.7684,0.2532,1126,0.552773687
4064,0,0.272483949,2533,0.2533,515.9721,0.2533,1126,0.552773687
9204,1,0.272416481,2534,0.2534,516.1758,0.2534,1127,0.553264605
3049,0,0.272408566,2535,0.2535,516.3795,0.2535,1127,0.553264605
4511,0,0.272333512,2536,0.2536,516.5832,0.2536,1127,0.553264605
4902,1,0.272197329,2537,0.2537,516.7869,0.2537,1128,0.553755523
3979,0,0.272169324,2538,0.2538,516.9906,0.2538,1128,0.553755523
2214,1,0.272163157,2539,0.2539,517.1943,0.2539,1129,0.554246441
8064,0,0.272095194,2540,0.254,517.398,0.254,1129,0.554246441
3521,1,0.272020722,2541,0.2541,517.6017,0.2541,1130,0.554737359
2355,0,0.27196425,2542,0.2542,517.8054,0.2542,1130,0.554737359
4641,1,0.271778583,2543,0.2543,518.0091,0.2543,1131,0.555228277
9045,1,0.271581521,2544,0.2544,518.2128,0.2544,1132,0.555719195
5087,0,0.271534546,2545,0.2545,518.4165,0.2545,1132,0.555719195
5270,1,0.271435842,2546,0.2546,518.6202,0.2546,1133,0.556210113
810,0,0.271418002,2547,0.2547,518.8239,0.2547,1133,0.556210113
1174,0,0.271349594,2548,0.2548,519.0276,0.2548,1133,0.556210113
7552,0,0.271310422,2549,0.2549,519.2313,0.2549,1133,0.556210113
1758,1,0.27124796,2550,0.255,519.435,0.255,1134,0.556701031
393,1,0.271235545,2551,0.2551,519.6387,0.2551,1135,0.557191949
8614,0,0.271199386,2552,0.2552,519.8424,0.2552,1135,0.557191949
5633,1,0.271120842,2553,0.2553,520.0461,0.2553,1136,0.557682867
9866,0,0.271109235,2554,0.2554,520.2498,0.2554,1136,0.557682867
5298,1,0.271106541,2555,0.2555,520.4535,0.2555,1137,0.558173785
2349,0,0.27110322,2556,0.2556,520.6572,0.2556,1137,0.558173785
308,0,0.271087171,2557,0.2557,520.8609,0.2557,1137,0.558173785
4541,0,0.271081865,2558,0.2558,521.0646,0.2558,1137,0.558173785
645,1,0.271059954,2559,0.2559,521.2683,0.2559,1138,0.558664703
1047,1,0.270939906,2560,0.256,521.472,0.256,1139,0.559155621
5538,0,0.270885749,2561,0.2561,521.6757,0.2561,1139,0.559155621
3631,0,0.270872936,2562,0.2562,521.8794,0.2562,1139,0.559155621
2888,0,0.270865191,2563,0.2563,522.0831,0.2563,1139,0.559155621
3835,0,0.270852636,2564,0.2564,522.2868,0.2564,1139,0.559155621
8850,0,0.270832816,2565,0.2565,522.4905,0.2565,1139,0.559155621
8225,0,0.270663833,2566,0.2566,522.6942,0.2566,1139,0.559155621
3015,0,0.270651212,2567,0.2567,522.8979,0.2567,1139,0.559155621
4783,0,0.270646537,2568,0.2568,523.1016,0.2568,1139,0.559155621
7357,0,0.270606346,2569,0.2569,523.3053,0.2569,1139,0.559155621
5040,0,0.270583123,2570,0.257,523.509,0.257,1139,0.559155621
9122,0,0.270568455,2571,0.2571,523.7127,0.2571,1139,0.559155621
1748,0,0.270540525,2572,0.2572,523.9164,0.2572,1139,0.559155621
6427,0,0.270520911,2573,0.2573,524.1201,0.2573,1139,0.559155621
9451,0,0.270518626,2574,0.2574,524.3238,0.2574,1139,0.559155621
5448,0,0.270428046,2575,0.2575,524.5275,0.2575,1139,0.559155621
7270,1,0.270355526,2576,0.2576,524.7312,0.2576,1140,0.559646539
4018,1,0.270339107,2577,0.2577,524.9349,0.2577,1141,0.560137457
6925,0,0.270240215,2578,0.2578,525.1386,0.2578,1141,0.560137457
682,0,0.269929623,2579,0.2579,525.3423,0.2579,1141,0.560137457
7248,1,0.269879672,2580,0.258,525.546,0.258,1142,0.560628375
2630,1,0.269866998,2581,0.2581,525.7497,0.2581,1143,0.561119293
3547,0,0.26982008,2582,0.2582,525.9534,0.2582,1143,0.561119293
2323,0,0.269814088,2583,0.2583,526.1571,0.2583,1143,0.561119293
1517,0,0.269792923,2584,0.2584,526.3608,0.2584,1143,0.561119293
9019,0,0.269753817,2585,0.2585,526.5645,0.2585,1143,0.561119293
7381,0,0.26972559,2586,0.2586,526.7682,0.2586,1143,0.561119293
3212,0,0.26970815,2587,0.2587,526.9719,0.2587,1143,0.561119293
5774,0,0.269668436,2588,0.2588,527.1756,0.2588,1143,0.561119293
5871,0,0.269616868,2589,0.2589,527.3793,0.2589,1143,0.561119293
2014,0,0.269544955,2590,0.259,527.583,0.259,1143,0.561119293
6343,0,0.269503039,2591,0.2591,527.7867,0.2591,1143,0.561119293
579,0,0.269435571,2592,0.2592,527.9904,0.2592,1143,0.561119293
7384,1,0.269360557,2593,0.2593,528.1941,0.2593,1144,0.561610211
2683,0,0.269040624,2594,0.2594,528.3978,0.2594,1144,0.561610211
3078,0,0.268899331,2595,0.2595,528.6015,0.2595,1144,0.561610211
3113,1,0.268880297,2596,0.2596,528.8052,0.2596,1145,0.562101129
1928,0,0.26882571,2597,0.2597,529.0089,0.2597,1145,0.562101129
3057,0,0.268743646,2598,0.2598,529.2126,0.2598,1145,0.562101129
7400,0,0.268564165,2599,0.2599,529.4163,0.2599,1145,0.562101129
1432,0,0.268538934,2600,0.26,529.62,0.26,1145,0.562101129
5279,1,0.268371918,2601,0.2601,529.8237,0.2601,1146,0.562592047
6963,0,0.268366058,2602,0.2602,530.0274,0.2602,1146,0.562592047
9704,0,0.268345119,2603,0.2603,530.2311,0.2603,1146,0.562592047
5520,1,0.268325734,2604,0.2604,530.4348,0.2604,1147,0.563082965
6563,1,0.268220613,2605,0.2605,530.6385,0.2605,1148,0.563573883
4925,0,0.26819132,2606,0.2606,530.8422,0.2606,1148,0.563573883
4009,0,0.268141048,2607,0.2607,531.0459,0.2607,1148,0.563573883
6522,0,0.268125383,2608,0.2608,531.2496,0.2608,1148,0.563573883
759,0,0.268104619,2609,0.2609,531.4533,0.2609,1148,0.563573883
9027,0,0.268070978,2610,0.261,531.657,0.261,1148,0.563573883
3531,1,0.268055177,2611,0.2611,531.8607,0.2611,1149,0.564064801
4037,1,0.268043919,2612,0.2612,532.0644,0.2612,1150,0.564555719
8472,1,0.26789593,2613,0.2613,532.2681,0.2613,1151,0.565046637
3279,0,0.2678893,2614,0.2614,532.4718,0.2614,1151,0.565046637
5243,1,0.267817321,2615,0.2615,532.6755,0.2615,1152,0.565537555
8779,0,0.267703974,2616,0.2616,532.8792,0.2616,1152,0.565537555
6368,0,0.2676344,2617,0.2617,533.0829,0.2617,1152,0.565537555
6003,0,0.267595313,2618,0.2618,533.2866,0.2618,1152,0.565537555
7522,0,0.267566104,2619,0.2619,533.4903,0.2619,1152,0.565537555
5606,0,0.267215824,2620,0.262,533.694,0.262,1152,0.565537555
1308,0,0.26706484,2621,0.2621,533.8977,0.2621,1152,0.565537555
9653,1,0.267026362,2622,0.2622,534.1014,0.2622,1153,0.566028473
